tenure_months,monthly_charges,total_charges,num_support_tickets,avg_session_minutes,logins_last_30d,discount_pct,account_age_days,churned
31.31,34.23,1058.4,8,56.23,46,22.63,768,1
41.86,43.47,3964.92,7,38.34,40,30.97,1211,0
21.97,84.45,5002.19,7,50.52,33,14.44,534,0
27.36,56.91,2508.8,10,34.18,19,18.25,1010,0
42.99,53.72,4075.3,10,7.93,36,25.87,559,1
32.72,48.97,2912.07,8,30.33,29,24.06,1544,0
36.31,45.06,2458.69,8,27.78,23,24.89,1427,0
22.22,74.22,4782.85,7,37.36,21,19.34,1235,0
26.85,91.53,4645.23,7,68.82,32,10.52,1078,0
37.92,62.11,4055.54,11,20.17,20,22.09,754,1
19.67,90.24,5754.16,6,20.95,35,14.65,1385,1
36.06,74.65,2785.86,9,61.6,32,11.47,886,1
30.14,58.7,2958.44,9,36.13,24,19.49,1035,0
54.89,71.56,4821.02,9,67.01,34,22.06,769,1
15.8,89.48,4309.33,6,33.43,35,9.29,1296,0
26.49,57.12,3542.64,9,50.18,41,20.73,805,0
50.0,46.33,3780.54,9,54.51,40,28.8,1260,1
45.23,62.66,3582.36,8,51.08,37,20.65,1025,1
27.48,64.3,2834.9,7,39.81,14,17.48,381,0
27.1,58.38,4779.99,9,50.59,20,26.48,561,0
30.49,85.37,6369.68,7,42.05,41,19.68,1143,1
19.52,72.05,5228.54,8,48.1,24,21.2,1538,0
23.39,85.92,6500.51,9,55.97,36,18.77,945,1
48.98,38.21,2710.92,8,50.17,44,28.73,1227,1
34.09,51.41,2151.88,7,34.98,29,20.34,1103,0
39.41,63.94,1473.4,7,20.4,41,11.8,587,1
18.12,86.76,3576.66,8,48.6,24,7.93,706,0
16.7,54.71,2293.26,12,36.23,34,15.7,934,0
26.58,64.2,3891.61,8,29.88,23,20.45,772,0
23.14,60.67,1595.49,6,56.57,30,13.44,1235,0
19.61,69.23,4720.97,10,52.08,17,20.32,1077,0
43.91,83.47,3759.45,8,32.44,34,11.89,1099,1
33.75,42.39,2415.11,10,34.49,21,24.96,1389,0
25.48,89.69,4448.04,9,55.54,22,10.26,996,0
23.17,55.91,4618.67,11,59.93,28,25.5,1161,0
39.85,92.95,6771.93,5,52.5,37,19.53,1435,0
46.37,38.56,3874.98,11,34.71,39,32.02,1458,1
29.84,51.83,2505.49,9,28.39,19,21.15,738,0
33.49,57.13,3744.31,9,46.28,13,24.25,773,0
20.92,91.7,2648.26,13,55.42,10,1.76,1156,0
17.42,63.82,2628.6,9,22.14,34,13.72,1529,0
25.55,56.31,3803.5,10,30.67,38,22.1,1028,0
39.66,43.49,1922.22,8,63.3,13,24.45,1357,0
21.06,76.86,3978.95,6,29.26,12,15.73,1230,0
43.78,73.91,2644.0,7,40.14,38,12.32,518,1
27.36,84.33,5550.18,7,47.43,36,16.97,805,0
7.68,94.44,4630.97,4,53.76,25,8.8,809,1
65.01,66.03,2977.91,6,44.16,43,19.07,980,1
28.05,55.16,3912.33,9,36.36,17,24.85,723,0
29.47,87.51,5630.76,9,35.57,22,16.44,1144,0
24.6,53.15,2903.76,11,41.82,11,21.35,1155,0
18.45,85.52,4532.43,6,36.51,36,12.22,718,0
13.44,95.72,4157.62,7,33.77,33,5.34,1029,1
33.04,47.12,1612.17,7,39.04,18,20.86,1179,0
34.17,85.94,6471.01,8,37.01,29,20.48,815,0
29.39,57.78,1881.03,7,59.55,24,16.29,1465,0
14.04,87.74,4618.69,4,62.05,29,12.28,1444,0
20.6,61.78,2596.45,10,58.43,33,14.82,1414,0
26.91,88.68,4132.94,9,35.49,43,8.36,1565,1
21.5,45.93,3960.93,12,47.23,33,26.61,1147,1
26.14,82.39,5338.31,8,37.94,27,17.27,1196,0
33.39,62.83,3898.97,8,38.08,10,22.6,1034,0
25.91,65.98,4629.01,9,46.65,20,22.32,513,0
20.9,91.12,4205.65,7,34.91,23,8.91,624,0
36.58,52.14,3810.48,7,42.02,18,27.16,1023,0
32.41,85.67,6465.81,6,39.48,35,20.68,493,0
20.33,93.13,8000.0,9,33.31,44,20.28,887,1
31.01,49.3,3020.68,10,22.85,37,22.76,1163,1
20.9,63.38,2121.86,9,37.47,9,14.14,825,0
22.13,88.1,4745.32,9,39.63,37,10.93,930,1
24.44,65.91,3415.98,9,35.62,19,17.66,1033,0
29.79,86.74,5515.6,7,35.17,30,16.21,1067,0
28.3,95.13,5509.42,6,13.2,24,13.19,996,0
33.69,91.61,4563.95,11,30.21,15,10.33,1075,0
35.04,76.6,4503.29,9,53.05,37,16.43,1108,1
28.44,93.91,5382.16,7,33.32,12,13.5,866,1
31.08,78.49,6382.67,8,74.83,32,23.26,576,1
27.73,46.5,3169.07,10,28.02,38,24.15,1424,0
50.17,77.15,3875.91,10,47.25,53,13.72,939,1
15.94,79.84,3966.01,8,28.02,18,13.02,1028,0
31.85,66.59,3835.3,6,53.76,27,20.26,1386,0
24.31,54.44,2910.57,8,27.15,25,20.9,640,0
33.95,97.57,5726.21,7,53.66,22,13.16,857,0
17.61,91.44,3567.12,9,29.43,20,5.84,1102,0
33.06,33.1,2170.09,10,48.51,42,27.0,1199,1
25.79,62.68,4288.71,9,25.95,21,22.5,1198,0
23.05,84.51,5088.15,6,47.55,36,15.07,942,0
65.97,91.25,4149.58,6,47.01,36,12.35,564,1
60.1,68.16,4617.1,8,21.78,37,23.53,819,1
29.98,60.71,3038.51,7,37.2,18,19.71,1333,0
22.27,39.45,1439.74,9,38.49,42,20.53,1361,1
34.9,93.43,5424.71,8,63.08,21,13.81,1414,0
67.43,72.48,4513.84,8,56.6,37,21.87,1467,1
59.37,69.58,2245.7,4,49.97,43,14.68,1120,1
55.48,72.72,3556.3,7,64.74,38,17.28,1791,1
23.79,80.38,6364.02,7,49.9,7,23.4,767,0
25.05,68.0,5053.04,9,69.08,16,22.99,795,0
8.71,81.75,4150.09,10,41.62,37,10.12,1652,0
29.1,87.09,5285.68,8,59.26,27,15.04,1204,0
8.25,97.46,5940.87,7,53.06,31,11.06,1215,1
21.44,81.28,4764.08,8,27.01,30,14.81,592,0
38.99,83.97,5683.98,11,39.17,21,18.45,577,0
30.07,91.09,4753.65,8,88.61,26,11.28,1158,0
30.75,59.43,3548.26,8,57.45,23,21.73,1179,0
25.03,90.44,5441.04,5,21.67,31,14.54,1107,0
18.0,66.37,4316.91,10,54.9,40,18.27,1627,0
40.39,78.27,5145.92,11,51.69,46,17.49,1239,1
20.48,69.67,4922.81,7,40.19,23,21.54,588,0
13.7,78.72,4798.45,9,43.36,29,15.21,651,0
32.3,61.47,5110.12,6,52.53,27,27.44,1211,0
32.86,88.3,5819.88,6,41.59,35,17.02,945,0
19.22,94.33,5916.51,7,19.2,41,12.69,1442,1
44.64,58.27,3170.99,8,47.33,39,20.89,1207,1
21.47,84.5,5808.16,6,81.24,16,18.98,1560,0
26.76,44.26,2321.44,12,45.27,19,22.45,1128,0
15.6,76.14,5522.48,5,46.31,48,19.61,704,0
30.65,82.91,5674.47,9,50.85,19,18.8,824,0
11.0,80.83,4280.03,4,50.03,44,12.83,1072,0
40.14,47.96,3344.37,7,21.32,9,28.57,1203,0
21.51,71.14,4491.57,9,42.49,11,19.63,973,0
44.06,77.44,3553.66,7,38.78,35,14.11,1277,1
42.27,89.88,6924.18,7,45.84,33,21.19,910,0
24.79,88.11,7130.56,9,33.92,42,20.06,1530,1
5.28,74.76,5035.05,4,28.11,33,18.58,616,0
28.38,52.85,2536.35,8,33.08,28,20.51,868,0
29.51,54.2,2638.43,10,36.28,20,20.0,1748,0
16.69,100.54,6944.43,4,50.97,44,14.34,716,1
49.54,57.45,3835.69,9,35.76,37,24.07,1485,1
25.85,88.73,4389.84,10,40.49,24,10.03,832,0
31.09,59.01,1903.76,7,74.04,40,14.93,1130,1
25.36,59.99,3137.15,9,45.05,28,18.55,918,0
19.74,66.11,3217.76,6,45.08,40,15.85,1235,0
31.02,56.27,3789.08,9,57.93,20,23.89,1502,0
46.01,91.73,6599.48,8,33.83,27,19.35,1239,0
54.11,46.02,2090.76,7,29.69,45,23.44,804,1
27.39,83.04,4377.39,6,67.01,31,13.72,729,1
36.32,57.91,3555.46,6,26.09,18,24.19,1252,0
39.78,91.71,5142.2,10,49.68,27,12.62,761,0
24.84,79.05,5345.75,10,57.58,24,18.27,891,0
33.52,91.67,6622.4,5,53.97,24,19.77,1561,0
40.6,44.29,1826.44,6,45.49,18,23.97,715,0
45.6,55.45,3289.22,9,47.35,39,22.65,961,1
35.23,73.62,4460.81,10,40.56,31,17.99,981,1
30.62,57.91,3945.27,8,69.77,22,24.13,1049,0
33.01,49.68,2361.14,7,50.1,26,22.23,907,0
26.11,82.34,5786.02,7,39.79,26,19.4,820,0
20.42,79.96,4993.73,7,29.39,33,16.44,1347,0
29.23,64.73,4319.52,8,57.11,14,22.69,940,0
24.23,89.14,3830.31,7,47.67,37,8.02,959,1
34.72,46.34,4015.81,9,52.2,31,29.17,1008,0
32.62,88.44,4154.68,10,30.77,51,8.1,1527,1
29.24,53.26,3824.57,10,43.8,27,24.38,703,0
34.51,61.91,3699.71,6,27.63,20,22.51,636,0
28.08,61.88,4674.35,8,43.13,29,24.28,1081,0
20.14,69.83,3534.51,8,61.4,24,16.02,1413,0
51.78,76.62,2572.21,5,48.56,40,11.94,1030,1
13.85,66.98,3356.64,10,59.86,29,14.88,978,0
31.88,88.36,5634.93,8,38.05,19,16.47,1204,0
19.71,83.5,4664.7,7,31.99,34,13.33,1064,0
27.61,60.63,4136.52,8,41.28,27,22.78,824,0
29.07,56.16,3212.42,8,43.48,25,21.66,1409,0
22.03,89.4,5067.65,7,23.64,37,12.25,926,1
15.95,77.49,4574.54,8,40.28,27,15.54,1056,0
27.19,61.67,3788.03,7,50.5,20,21.75,1360,0
14.06,102.03,6625.09,6,60.56,43,11.73,663,1
26.26,66.59,4658.26,8,37.14,13,23.05,1367,0
33.66,54.29,2930.31,7,45.86,23,22.54,1002,0
30.71,92.15,5821.49,6,38.94,18,16.14,454,0
64.53,74.74,3930.6,6,42.06,39,18.73,1195,1
31.6,85.76,5194.4,10,65.75,26,14.87,1107,0
29.05,60.12,3570.5,6,52.49,33,21.26,672,0
27.27,89.73,6457.28,3,41.49,48,18.58,1382,0
29.99,55.81,3295.73,8,18.5,22,22.36,838,0
18.13,84.64,5283.29,6,51.06,19,16.33,1193,0
69.18,74.18,3268.27,4,48.67,42,17.43,649,1
43.95,50.91,3380.3,5,37.22,29,26.77,1364,0
36.03,46.01,1957.85,7,25.15,20,23.0,1205,0
40.25,42.94,2602.76,8,49.2,19,26.81,971,0
34.52,99.5,4065.89,9,48.4,16,5.55,994,0
30.87,60.64,4938.17,9,44.97,15,26.59,1377,0
23.73,53.15,2025.36,9,68.41,40,16.7,955,0
24.68,85.44,3958.66,11,57.44,27,9.57,1715,0
48.5,47.18,3035.54,4,59.83,17,28.84,1150,0
19.57,77.26,4639.35,7,42.01,21,17.18,489,0
41.11,59.39,3150.14,9,50.91,38,19.95,731,1
27.48,85.4,5662.82,6,49.69,35,17.31,1287,0
34.24,91.01,5917.46,8,63.59,12,17.17,710,0
38.71,92.31,6484.39,7,25.29,19,18.93,1233,0
35.58,97.39,5272.04,10,33.43,8,11.67,1069,0
